         MJD         m       dm     uJy  duJy F  err    chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask    duJy_new
57297.586864 18.203116      NaN   109.0    47 o    0     1.18 123.3206 22.64834  2387.09   119.66 5.37 3.35 -13.1 -0.456    18.41 19.52 02a57297o0430o       0  121.360204
57297.588775 17.958558      NaN   172.0    42 o    0     1.34 123.3206 22.64834  2242.74   162.51 5.40 3.40 -14.0 -0.446    18.42 19.53 02a57297o0433o       0  119.512757
57297.590049 18.623526      NaN    -9.0    43 o    0     1.75 123.3206 22.64834  2312.98   161.94 5.34 3.28 -12.0 -0.442    18.44 19.54 02a57297o0435o       0  119.867840
57297.591322 17.896499      NaN   159.0    51 o    0     1.18 123.3206 22.64834  2527.61   209.44 5.24 3.29 -12.3 -0.452    18.44 19.55 02a57297o0437o       0  122.964625
57297.591953 18.197417      NaN   104.0    49 o    0     1.33 123.3206 22.64834  2578.09   257.70 5.21 3.29 -12.0 -0.461    18.45 19.55 02a57297o0438o       0  122.148676
57297.592596 18.550302      NaN    49.0    46 o    0     1.13 123.3206 22.64834  2528.89   117.01 5.23 3.30 -12.6 -0.469    18.45 19.55 02a57297o0439o       0  120.976440
57297.593233 17.837796      NaN   185.0    47 o    0     1.13 123.3206 22.64834  2448.03   229.71 5.25 3.28 -12.9 -0.475    18.46 19.56 02a57297o0440o       0  121.360204
57297.593875 18.180496      NaN   116.0    46 o    0     1.30 123.3206 22.64834  2100.01   272.13 5.28 3.33 -14.6 -0.461    18.45 19.56 02a57297o0441o       0  120.976440
57297.594507 18.550302      NaN   -10.0    46 o    0     0.96 123.3206 22.64834  2195.88   360.58 5.19 3.30 -14.1 -0.471    18.46 19.56 02a57297o0442o       0  120.976440
57297.595149 14.252455      NaN  2626.0  1554 o    0     0.07 123.3206 22.64834  2080.54    45.19 5.42 3.36 -14.2 -0.463    18.46 19.56 02a57297o0443o       2 1558.022881
57297.595780 18.542463 0.343686   199.0    44 o    0     1.25 123.3206 22.64834  2097.83   283.90 5.25 3.31 -13.5 -0.467    18.46 19.57 02a57297o0444o       0  120.230192
57297.597708 18.598565      NaN   -28.0    44 o    0     1.09 123.3206 22.64834  2201.18   120.72 5.37 3.34 -13.9 -0.450    18.46 19.58 02a57297o0447o       0  120.230192
57297.598339 18.504094      NaN    93.0    37 o    0     1.31 123.3206 22.64834  2077.14   246.11 5.35 3.43 -14.9 -0.484    18.46 19.59 02a57297o0448o       0  117.848628
57297.599618 18.649074      NaN    29.0    42 o    0     1.41 123.3206 22.64834  2281.10   244.55 5.30 3.37 -13.8 -0.470    18.47 19.59 02a57297o0450o       0  119.512757
57297.600250 18.214605 0.259884   248.0    45 o    0     1.29 123.3206 22.64834  2541.92   133.30 5.29 3.39 -13.0 -0.483    18.47 19.59 02a57297o0451o       0  120.599747
