         MJD         m       dm     uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask   duJy_new
57314.591812 19.401649      NaN    -0.5    21 c    0   1.34 123.3206 22.64834  9860.74  4922.99 4.43 3.82  66.6 -0.464    19.29 21.10 02a57314o0572c       0  74.444041
57314.599634 18.720295      NaN    76.5    22 c    0   1.06 123.3206 22.64834   312.58  4895.20 4.87 3.76 -44.7 -0.428    19.25 21.04 02a57314o0581c       0  74.732290
57314.627627 19.454622      NaN   -23.5    20 c    0   1.16 123.3206 22.64834  9863.31  4930.72 4.37 3.76  67.5 -0.461    19.30 21.08 02a57314o0614c       0  74.168155
57314.630858 18.910912      NaN    66.5    19 c    0   1.28 123.3206 22.64834   314.28  4905.98 4.81 3.72 -43.6 -0.427    19.26 21.02 02a57314o0618c       0  73.904771
57390.484409 19.287255 0.248168    94.5    16 c    0   1.93 123.3206 22.64834  1202.27  5421.72 4.22 3.63 -54.3 -0.432    19.54 21.42 02a57390o0448c       0  73.190950
57390.505414 19.569016      NaN   -33.5    18 c    0   1.52 123.3206 22.64834  1479.00  6002.05 4.27 3.69 -57.9 -0.421    19.43 21.22 02a57390o0480c       0  73.654024
57390.511200 19.569016      NaN     8.5    18 c    0   1.15 123.3206 22.64834   614.44  4848.39 4.50 3.69 -47.6 -0.410    19.42 21.20 02a57390o0489c       0  73.654024
57390.547436 19.271854      NaN    35.5    20 c    0   1.16 123.3206 22.64834   300.66  6599.91 4.29 3.78 -52.2 -0.375    19.36 21.11 02a57390o0546c       0  74.168155
57391.481779 19.766969      NaN    -3.5    15 c    0   1.56 123.3206 22.64834  1204.95  5422.76 4.24 3.64 -52.5 -0.434    19.66 21.62 02a57391o0435c       0  72.978868
57391.491831 19.472870      NaN    35.5    16 c    0   1.61 123.3206 22.64834  1486.39  6000.51 4.13 3.64 -59.3 -0.430    19.66 21.63 02a57391o0451c       0  73.190950
57391.508892 19.766969      NaN  -143.5    15 c    0   1.60 123.3206 22.64834   617.17  4847.92 4.59 3.67 -46.8 -0.409    19.63 21.59 02a57391o0478c       0  72.978868
57391.522701 19.089302 0.219732   108.5    17 c    0   1.43 123.3206 22.64834   313.14  6599.12 4.36 3.69 -54.1 -0.388    19.57 21.48 02a57391o0499c       0  73.416042
57391.547405 19.766969      NaN   -76.5    15 c    0   1.42 123.3206 22.64834 10121.14  4853.76 4.11 3.70  41.2 -0.424    19.48 21.40 02a57391o0538c       0  72.978868
57391.572937 19.226921      NaN    50.5    16 c    0   1.66 123.3206 22.64834  9862.06  6613.33 3.79 3.31  86.5 -0.432    19.51 21.33 02a57391o0577c       0  73.190950
57402.441186 20.009244      NaN    -9.5    12 c    0   2.34 123.3206 22.64834  9563.44  5297.62 3.79 3.44  78.6 -0.433    19.58 21.52 02a57402o0396c       0  72.421787
57402.465705 19.142275      NaN    59.5    15 c    0   1.30 123.3206 22.64834  1468.72  6006.99 4.00 3.61 -57.2 -0.426    19.61 21.54 02a57402o0430c       0  72.978868
57402.479958 19.841877      NaN   -57.5    14 c    0   1.42 123.3206 22.64834   600.98  4856.71 4.37 3.69 -47.5 -0.401    19.58 21.50 02a57402o0448c       0  72.779909
57402.491279 19.922338      NaN   -35.5    13 c    0   2.08 123.3206 22.64834 10156.23  4873.09 3.84 3.42  82.7 -0.434    19.62 21.55 02a57402o0463c       0  72.594182
57402.505187 19.271854 0.259965    95.5    17 c    0   1.69 123.3206 22.64834   292.73  6606.54 4.17 3.70 -57.7 -0.379    19.55 21.46 02a57402o0479c       0  73.416042
