         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    Mask     duJy_new
57232.326391 18.438271      NaN    -12    51 o    0   1.01 284.77291 47.51824  7687.21  5241.69  3.81 3.34  90.0 -0.444    18.04 18.82 02a57232o0100o    8192    55.534589
57232.341022 17.323930      NaN    138    99 o    0   0.98 284.77291 47.51824  7702.43  5237.00  3.72 3.34  88.0 -0.451    17.48 18.15 02a57232o0119o       2   101.410505
57232.387597 16.813948      NaN     34   219 o    0   0.85 284.77291 47.51824  1584.63  6655.60  3.70 3.39 -68.3 -0.456    17.23 17.84 02a57232o0178o       2   220.100183
57233.370706 18.459772      NaN     59    33 o    0   0.90 284.77291 47.51824  3046.04  5152.69  3.55 3.33 -73.8 -0.447    18.54 19.45 02a57233o0098o       0    39.649597
57233.381365 18.878500      NaN     -5    34 o    0   1.02 284.77291 47.51824  3040.88  5159.77  3.53 3.34 -72.9 -0.444    18.53 19.44 02a57233o0104o       0    40.485683
57233.395697 18.526952      NaN      4    47 o    0   1.15 284.77291 47.51824  1577.63  6656.90  3.52 3.32 -83.0 -0.474    18.51 19.38 02a57233o0116o       0    51.885359
57234.354955 18.519279      NaN     30    40 o    0   1.27 284.77291 47.51824  3053.27  5153.58  3.86 3.58 -64.7 -0.435    18.29 19.11 02a57234o0054o    8192    45.640887
57300.258863 19.014394      NaN    -58    30 o    0   1.43 284.77291 47.51824  2911.97  5376.33  3.89 3.28 -67.4 -0.477    18.62 20.15 02a57300o0151o       0    37.189925
57300.276416 18.675237      NaN    -18    41 o    0   0.89 284.77291 47.51824  1447.71  6875.51  4.01 3.37 -62.2 -0.455    18.49 20.01 02a57300o0205o       0    46.519786
57300.292558 18.978793      NaN    -65    31 o    0   0.99 284.77291 47.51824  1446.99  6875.57  4.20 3.49 -59.2 -0.473    18.84 20.44 02a57300o0255o       0    38.001191
57302.261297 19.128787      NaN    -23    27 o    0   0.79 284.77291 47.51824  2893.28  5378.10  4.05 3.36 -62.3 -0.482    19.00 20.74 02a57302o0119o       0    34.815091
57302.277397 19.089302      NaN    -68    28 o    0   0.64 284.77291 47.51824  1426.03  6880.57  4.42 3.43 -60.2 -0.453    19.01 20.79 02a57302o0144o       0    35.596215
57302.293532 19.128787      NaN    -47    27 o    0   0.89 284.77291 47.51824  1434.53  6877.98  4.37 3.36 -61.9 -0.451    19.02 20.78 02a57302o0169o       0    34.815091
57320.202649 18.376212      NaN   -144    54 o    0   0.84 284.77291 47.51824  2976.11  5404.64  3.98 3.40 -70.2 -0.560    18.25 19.27 02a57320o0035o       0    58.301720
57320.229779 18.396507      NaN    -35    53 o    0   1.00 284.77291 47.51824  2961.46  5399.10  3.52 2.99 -55.2 -0.517    18.40 19.52 02a57320o0077o       0    57.376742
57320.242019 18.504094      NaN    -56    48 o    0   1.10 284.77291 47.51824  1497.31  6894.01  4.35 3.15 -62.1 -0.526    18.21 19.33 02a57320o0096o       0    52.792902
57320.267073 18.459772      NaN     -1    50 o    0   1.17 284.77291 47.51824  1489.31  6888.71  4.71 3.27 -63.7 -0.480    18.14 19.27 02a57320o0135o       0    54.617676
57328.194396 17.707197      NaN    -33   100 o    0   1.02 284.77291 47.51824  3018.68  5415.82  4.39 3.53 -67.4 -0.527    17.66 18.57 02a57328o0028o       2   102.386965
57328.206450 18.389700      NaN     63    35 o    0   0.95 284.77291 47.51824  3017.04  5411.15  4.57 3.57 -66.3 -0.525    18.91 20.63 02a57328o0047o    8192    41.329052
57328.225492 18.847027      NaN    -27    35 o    0   1.13 284.77291 47.51824  1550.28  6908.40  4.87 3.32 -72.2 -0.464    18.83 20.48 02a57328o0077o    8192    41.329052
57328.245721 18.110074      NaN    -29    69 o    0   0.97 284.77291 47.51824  1543.46  6907.84  4.89 3.41 -69.4 -0.473    17.69 19.23 02a57328o0109o       2    72.416093
57440.630900 18.657725      NaN     10    41 o    0   1.48 284.77291 47.51824  8178.57  4710.27  3.88 3.61  69.4 -0.462    18.16 18.98 02a57440o0759o       0    46.519786
57440.643800 18.343209      NaN     19    52 o    0   0.88 284.77291 47.51824  8466.64  5285.51  3.81 3.42  76.5 -0.477    18.24 19.08 02a57440o0783o       0    56.454322
57440.652890 18.424171      NaN     28    45 o    0   1.08 284.77291 47.51824  7301.75  5898.26  3.83 3.50  84.9 -0.467    18.23 19.12 02a57440o0800o       0    50.080840
57440.658146 18.526952      NaN    -22    47 o    0   0.91 284.77291 47.51824  7080.03  6173.63  4.00 3.74  82.4 -0.451    18.19 19.12 02a57440o0810o       0    51.885359
57441.624757 18.376212      NaN   -146    54 o    0   0.82 284.77291 47.51824  7954.69  5122.83  3.76 3.34  84.2 -0.485    18.12 18.88 02a57441o0761o       0    58.301720
57441.637546 18.550302      NaN    -19    46 o    0   1.28 284.77291 47.51824  8243.74  5698.01  3.70 3.21  84.0 -0.478    18.20 18.97 02a57441o0785o       0    50.981276
57441.646583 18.574166      NaN    -31    45 o    0   0.99 284.77291 47.51824  7078.51  6306.32  3.59 3.25  89.4 -0.481    18.21 19.01 02a57441o0802o       0    50.080840
