         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask     duJy_new
57302.529801 19.051202      NaN    -19    29 o    0   1.27 109.58657 33.99488  6223.40  2473.26 4.20 3.51  -2.7 -0.512    18.79 20.20 02a57302o0530o    8192    69.064387
57319.526068 18.757738      NaN     12    38 o    0   0.94 109.58657 33.99488  6245.01  2499.63 4.54 3.57  -3.0 -0.525    18.53 19.77 02a57319o0505o    8192    73.299997
57319.559243 18.255804      NaN    128    32 o    0   1.14 109.58657 33.99488  6244.82  2505.54 4.48 3.53  -1.5 -0.516    18.81 20.26 02a57319o0553o    8192    70.376769
57324.521799 18.376212      NaN    -16    54 o    0   0.90 109.58657 33.99488  6282.19  2511.28 5.05 4.04 -10.8 -0.499    18.16 19.16 02a57324o0532o 8388608    82.733848
57324.523727 18.163834      NaN     90    50 o    0   1.18 109.58657 33.99488  6278.49  2511.96 4.96 3.87  -7.0 -0.514    18.18 19.16 02a57324o0535o 8392704    80.180357
57324.550463 18.261819      NaN   -533    60 o    0   1.25 109.58657 33.99488  7724.05  1046.57 5.90 4.25   5.9 -0.505    18.15 19.10 02a57324o0576o 8392704    86.769174
57324.569313 18.280067      NaN   -371    59 o    0   1.10 109.58657 33.99488  7720.77  1053.10 5.86 4.38   6.2 -0.492    18.23 19.24 02a57324o0601o 8388608    86.080716
57327.608666 17.626994      NaN    204    54 o    0   1.04 109.58657 33.99488  6312.57  2549.44 4.86 3.68  -4.0 -0.510    18.24 19.23 02a57327o0614o    8192    82.733848
57327.653461 16.703696      NaN    241   186 o    0   1.15 109.58657 33.99488  4470.70  8141.49 4.04 2.74 -78.3 -0.483    17.73 18.11 02a57327o0675o       2   196.277583
57362.506216 19.569016      NaN    -47    18 o    0   1.27 109.58657 33.99488  6085.35  2860.72 3.77 3.46  -3.7 -0.454    19.22 20.84 02a57362o0445o       0    65.214182
57362.534539 19.569016      NaN    -23    18 o    0   1.64 109.58657 33.99488  5170.53  8228.38 3.60 3.30 -89.5 -0.453    19.20 20.79 02a57362o0484o       0    65.214182
57362.541383 19.569016      NaN    -25    18 o    0   1.40 109.58657 33.99488  4319.86  7066.81 3.63 3.29 -80.3 -0.445    19.18 20.77 02a57362o0493o       0    65.214182
57362.560710 19.401649      NaN    -26    21 o    0   1.14 109.58657 33.99488  4017.53  8820.50 3.69 3.42 -81.3 -0.446    19.12 20.67 02a57362o0520o       0    66.105140
57363.484612 19.569016      NaN    -43    18 o    0   1.21 109.58657 33.99488  6078.51  2858.95 3.79 3.54  -5.5 -0.438    19.34 21.07 02a57363o0388o       0    65.214182
57363.513014 19.510313      NaN    -37    19 o    0   1.15 109.58657 33.99488  5804.47  2274.84 3.94 3.49  -4.3 -0.449    19.33 21.04 02a57363o0426o       0    65.497249
57363.538286 19.696897      NaN    -49    16 o    0   1.63 109.58657 33.99488  4325.09  7066.84 3.56 3.24 -82.3 -0.462    19.33 21.02 02a57363o0462o       0    64.690723
57363.546606 19.766969      NaN      5    15 o    0   2.01 109.58657 33.99488  4020.17  8813.82 3.56 3.33 -85.2 -0.442    19.33 21.00 02a57363o0471o       0    64.450676
57364.467797 19.454622      NaN    -13    20 o    0   1.09 109.58657 33.99488  5781.09  2270.85 3.74 3.37  -5.5 -0.466    19.28 20.87 02a57364o0445o       0    65.794298
57364.477942 19.510313      NaN      0    19 o    0   1.05 109.58657 33.99488  6633.31  3433.91 3.44 3.41  -6.4 -0.444    19.26 20.80 02a57364o0461o       0    65.497249
57364.501410 19.351140      NaN    -22    22 o    0   1.13 109.58657 33.99488  6941.75  1683.95 3.85 3.38   5.2 -0.490    19.26 20.85 02a57364o0499o       0    66.429584
57365.492462 19.510313      NaN   -103    19 o    0   0.88 109.58657 33.99488  6082.76  2857.13 3.79 3.51  -4.5 -0.445    19.24 20.84 02a57365o0490o       0    65.497249
57365.520478 19.302877      NaN    -14    23 o    0   0.99 109.58657 33.99488  5806.88  2271.44 3.87 3.43  -3.8 -0.463    19.20 20.77 02a57365o0528o       0    66.767429
57365.534748 19.367717      NaN     51    19 o    0   1.36 109.58657 33.99488  4316.58  7068.43 3.70 3.41 -79.4 -0.445    19.13 20.72 02a57365o0547o       0    65.497249
57365.543410 19.510313      NaN      9    19 o    0   1.86 109.58657 33.99488  4016.83  8812.32 3.63 3.48 -84.8 -0.438    19.15 20.71 02a57365o0560o       0    65.497249
57384.426919 18.786693      NaN    -40    37 o    0   1.00 109.58657 33.99488  6023.92  2847.49 3.60 3.56 -29.6 -0.437    18.46 19.32 02a57384o0343o       0    72.786603
