         MJD         m       dm    uJy  duJy F  err   chi/N        RA      Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs    Mask     duJy_new
57324.612219 18.459772      NaN      1    48 o    0    1.95 167.15298 30.76127  3385.51  8634.43  4.90  3.70 -66.9 -0.480    17.99 19.06 02a57324o0667o    8192    51.784428
57362.659663 18.534680      NaN     39    32 o    0    1.57 167.15298 30.76127  3156.87  8990.28  3.74  3.42 -76.8 -0.447    18.62 19.72 02a57362o0641o    8192    37.438309
57363.660492 18.978793      NaN    -25    31 o    0    1.39 167.15298 30.76127  3159.61  8987.29  3.69  3.36 -74.4 -0.452    18.67 19.76 02a57363o0612o    8192    36.587252
57364.581370 19.510313      NaN    -26    19 o    0    1.32 167.15298 30.76127  3103.88  8974.99  3.58  3.41 -77.7 -0.432    19.21 20.80 02a57364o0625o       0    27.177693
57364.589208 19.351140      NaN    -32    22 o    0    1.06 167.15298 30.76127  2810.62  8388.05  3.64  3.43 -76.5 -0.438    19.22 20.86 02a57364o0634o       0    29.353483
57364.596567 19.401649      NaN    -13    21 o    0    1.29 167.15298 30.76127  3710.83  9571.16  3.48  3.45 -88.9 -0.425    19.25 20.86 02a57364o0646o       0    28.611658
57364.604598 19.510313      NaN    -21    19 o    0    1.05 167.15298 30.76127  4008.17  7821.77  3.58  3.31 -79.0 -0.458    19.22 20.83 02a57364o0657o       0    27.177693
57384.537681 18.649074      NaN    -89    42 o    0    1.62 167.15298 30.76127  3098.57  8962.47  3.68  3.63  65.0 -0.425    18.45 19.45 02a57384o0505o       0    46.277716
57384.549029 18.467034      NaN     18    42 o    0    1.37 167.15298 30.76127  2798.74  8376.85  3.67  3.60 -88.2 -0.433    18.48 19.49 02a57384o0523o       0    46.277716
57384.559347 17.262154      NaN     39   136 o    0    1.30 167.15298 30.76127  3692.05  9562.45  3.64  3.55  55.0 -0.423    17.60 18.18 02a57384o0539o       2   137.381320
57384.580837 18.878500      NaN    -15    34 o    0    1.23 167.15298 30.76127  3981.99  7816.46  3.62  3.40  88.1 -0.438    18.56 19.59 02a57384o0573o       0    39.161550
57385.544755 18.590371      NaN     14    38 o    0    1.29 167.15298 30.76127  3100.95  8968.24  3.71  3.38 -73.1 -0.458    18.61 19.68 02a57385o0524o       0    42.680522
57385.567801 18.496580      NaN     41    33 o    0    1.46 167.15298 30.76127  2801.66  8384.41  3.66  3.30 -73.9 -0.459    18.64 19.70 02a57385o0558o       0    38.296566
57385.581070 18.867907      NaN      8    30 o    0    1.50 167.15298 30.76127  3698.26  9569.81  3.52  3.42 -78.2 -0.432    18.67 19.73 02a57385o0579o       0    35.743908
57385.599477 19.128787      NaN    -27    27 o    0    1.58 167.15298 30.76127  3988.59  7822.58  3.56  3.23 -79.7 -0.466    18.67 19.74 02a57385o0608o       0    33.266004
57415.573973 19.014394      NaN    -24    30 o    0    1.20 167.15298 30.76127  6767.64  2381.72  3.77  3.63   4.7 -0.432    18.70 19.89 02a57415o0601o       0    35.743908
57415.576735 18.944322      NaN     -7    32 o    0    1.10 167.15298 30.76127  6471.02  1796.23  3.98  3.69  -1.0 -0.458    18.70 19.88 02a57415o0605o       0    37.438309
57415.606578 18.847027      NaN    -22    35 o    0    1.14 167.15298 30.76127  7671.73  1223.05  4.47  4.07   8.5 -0.426    18.59 19.88 02a57415o0650o       0    40.032824
57415.621226 18.978793      NaN    -16    31 o    0    1.95 167.15298 30.76127  7931.17  1151.42  4.58  4.08   7.6 -0.428    18.56 19.85 02a57415o0671o       0    36.587252
57442.479076 18.550302      NaN    -58    46 o    0    1.46 167.15298 30.76127  6838.38  2249.06  3.77  3.37   6.0 -0.530    18.23 18.87 02a57442o0453o    8192    49.936229
57442.504009 18.243872      NaN     31    49 o    0    1.35 167.15298 30.76127  6534.62  1662.68  3.91  3.29   1.8 -0.535    18.22 18.86 02a57442o0490o    8192    52.712683
57442.512331 18.243872      NaN    -13    61 o    0    1.04 167.15298 30.76127  7720.38  1088.62  3.97  3.35  12.8 -0.548    18.22 18.87 02a57442o0500o       2    64.020520
57442.541243 17.883650      NaN     58    64 o    0    1.08 167.15298 30.76127  7896.34  1134.43  4.24  3.38  12.6 -0.532    18.18 18.80 02a57442o0543o       2    66.885178
57443.472931 18.489118      NaN     27    38 o    0    1.73 167.15298 30.76127  6890.93  2501.59  3.90  3.48   8.3 -0.513    18.53 19.51 02a57443o0496o       0    42.680522
57443.496160 18.232071      NaN     75    35 o    0    1.87 167.15298 30.76127  6583.95  1915.65  4.10  3.33   6.5 -0.530    18.54 19.49 02a57443o0530o       0    40.032824
57443.502869 18.649074      NaN    -26    42 o    0    1.57 167.15298 30.76127  7771.28  1342.57  4.35  3.43  11.7 -0.549    18.50 19.46 02a57443o0540o       0    46.277716
57443.533650 18.496580      NaN      8    44 o    0    1.19 167.15298 30.76127  7900.38  1132.46  4.27  3.36  10.7 -0.522    18.48 19.39 02a57443o0584o       0    48.100177
57463.436584 19.302877      NaN     -7    23 o    0    2.26 167.15298 30.76127  7237.31  2515.23  3.94  3.41  12.8 -0.527    19.14 20.75 02a57463o0334o       0    30.110247
57463.438030 19.256669      NaN    -61    24 o    0    1.37 167.15298 30.76127  6940.36  1930.27  4.17  3.35   7.9 -0.540    19.14 20.75 02a57463o0337o       0    30.880852
57463.461804 18.978793      NaN      7    27 o    0    1.45 167.15298 30.76127  8141.32  1364.08  4.21  3.45  15.8 -0.527    19.16 20.80 02a57463o0380o       0    33.266004
57463.488334 18.878500      NaN     28    23 o    0    4.42 167.15298 30.76127  7885.62  1127.62  4.43  3.54  10.2 -0.517    19.23 20.95 02a57463o0425o       0    30.110247
57467.410500 18.174913      NaN     58    44 o    0    1.08 167.15298 30.76127  7083.35  2468.94  3.99  3.38  13.3 -0.524    18.36 19.28 02a57467o0390o       0    48.100177
57467.432031 18.598565      NaN    -27    44 o    0    1.26 167.15298 30.76127  6780.69  1885.55  4.05  3.40   4.4 -0.550    18.36 19.28 02a57467o0428o       0    48.100177
57467.452124 17.699983      NaN    111    62 o    0    1.30 167.15298 30.76127  7981.52  1316.39  4.35  3.37  10.5 -0.536    18.38 19.30 02a57467o0463o       2    64.974049
57467.461649 18.438271      NaN    -23    51 o    0    1.09 167.15298 30.76127  7879.26  1119.86  4.36  3.29   9.8 -0.539    18.38 19.30 02a57467o0480o       0    54.576799
57471.401776 18.280067      NaN    -11    59 o    0    0.95 167.15298 30.76127  6710.75  2158.23  3.71  3.40  78.0 -0.467    18.02 19.23 02a57471o0180o    8192    62.117848
57471.424942 18.376212      NaN      1    52 o    0    1.22 167.15298 30.76127  6407.85  1576.23  4.40  3.39   5.4 -0.534    18.23 18.98 02a57471o0223o    8192    55.512404
57471.448968 18.243872      NaN   -115    61 o    0    4.97 167.15298 30.76127  7590.74  1003.50  4.31  3.49  12.2 -0.530    18.19 18.93 02a57471o0267o       2    64.020520
57471.460473 18.191747      NaN     -6    64 o    0    1.07 167.15298 30.76127  7873.83  1124.33  4.30  3.39  13.0 -0.522    18.22 18.94 02a57471o0288o       2    66.885178
57475.423020 18.158337      NaN     73    40 o    0    1.01 167.15298 30.76127  7067.42  2300.49  4.44  3.36  -3.6 -0.467    18.46 19.88 02a57475o0353o       0    44.470518
57475.441192 18.666446      NaN     26    31 o    0    1.38 167.15298 30.76127  6764.72  1719.31  4.29  3.51   3.6 -0.499    18.85 20.23 02a57475o0377o       0    36.587252
57475.448364 18.978793      NaN     -9    31 o    0    1.20 167.15298 30.76127  7954.26  1145.22  4.42  3.61  13.9 -0.538    18.83 20.21 02a57475o0390o       0    36.587252
