         MJD         m       dm    uJy  duJy F  err   chi/N        RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask     duJy_new
57283.259868 19.212347      NaN    -16    25 c    0    1.20 262.46046 25.8422  3564.57  2128.85 4.45 3.88 -26.5 -0.486    19.28 21.20 02a57283o0021c    8192    27.320798
57284.303444 18.526952      NaN    -64    47 c    0    1.04 262.46046 25.8422  2064.02  3596.82 4.22 3.87 -35.6 -0.467    19.16 21.03 02a57284o0032c    8192    48.274486
57314.202415 18.504094      NaN     -8    48 c    0    0.93 262.46046 25.8422  3593.12  2141.02 5.06 3.94 -17.0 -0.493    18.41 19.54 02a57314o0011c       0    49.248614
57314.216350 18.944322      NaN    -37    32 c    0    0.72 262.46046 25.8422  3594.70  2138.68 5.41 3.96 -15.7 -0.501    18.96 20.61 02a57314o0032c       0    33.844142
57314.227167 19.089302      NaN     -2    28 c    0    0.96 262.46046 25.8422  2107.87  3607.00 5.17 4.02 -31.7 -0.488    18.94 20.59 02a57314o0048c       0    30.090297
57314.245210 19.089302      NaN    -35    28 c    0    1.04 262.46046 25.8422  2105.33  3607.90 5.08 3.91 -30.6 -0.494    18.89 20.50 02a57314o0076c       0    30.090297
57315.199115 15.762422      NaN    146   551 c    0    1.19 262.46046 25.8422  3572.97  2148.60 4.53 3.68 -18.2 -0.535    15.96 16.35 02a57315o0021c       2   551.110176
57315.204913 16.360553      NaN    230   269 c    0    1.21 262.46046 25.8422  3581.41  2145.11 4.97 3.73 -17.7 -0.592    16.50 17.23 02a57315o0030c       2   269.225604
57315.215335 17.341877      NaN   -105   140 c    0    1.10 262.46046 25.8422  2103.97  3611.26 4.80 3.60 -26.9 -0.490    17.23 18.21 02a57315o0046c       2   140.432995
57315.230789 18.298627      NaN    -63    58 c    0    1.00 262.46046 25.8422  2101.50  3611.33 5.11 4.03 -32.5 -0.483    18.06 19.36 02a57315o0070c    8192    59.037496
57451.668132 16.682364      NaN   -208   257 c    0    1.53 262.46046 25.8422  7372.50  8215.98 3.73 3.34  81.7 -0.458    17.70 17.78 02a57451o0825c 8388610   257.236129
57455.662755 17.817577      NaN     70    67 c    0    1.35 262.46046 25.8422  7357.18  8375.12 3.80 3.51  83.1 -0.442    18.25 19.01 02a57455o0787c 8388610    67.900118
57487.556150 19.652575      NaN      5    15 c    0    1.01 262.46046 25.8422  7200.70  8303.89 3.83 3.44  85.0 -0.437    19.59 21.51 02a57487o0655c       0    18.612522
57487.570536 19.743105      NaN      1    15 c    0    1.06 262.46046 25.8422  7505.45  8891.48 4.03 3.69  83.2 -0.422    19.57 21.57 02a57487o0680c       0    18.612522
57487.586716 19.631075      NaN    -11    17 c    0    0.86 262.46046 25.8422  6313.95  9485.91 3.85 3.68  87.7 -0.420    19.64 21.64 02a57487o0707c       0    20.258973
