         MJD         m       dm     uJy  duJy F  err   chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask    duJy_new
57307.410168 19.454622      NaN    -4.0    20 c    0    1.01 17.84968 50.57491  2114.14  9149.76 4.44 3.86 -61.3 -0.424    19.45 21.49 02a57307o0191c       0   25.967715
57307.435371 19.696897      NaN   -24.0    16 c    0    1.88 17.84968 50.57491  2121.37  9156.27 4.39 3.81 -61.7 -0.422    19.47 21.49 02a57307o0223c       0   23.028726
57307.470190 19.631075      NaN   -15.0    17 c    0    0.87 17.84968 50.57491  6940.87  2892.81 4.24 3.91   7.2 -0.440    19.49 21.54 02a57307o0265c       0   23.734410
57307.484768 19.510313      NaN   -25.0    19 c    0    0.75 17.84968 50.57491  6934.40  2893.58 4.26 3.89   8.2 -0.449    19.50 21.54 02a57307o0281c       0   25.205599
57344.300840 18.459772      NaN   -35.0    50 c    0    0.92 17.84968 50.57491  2184.74  9192.40 4.03 3.84 -77.9 -0.408    18.34 19.97 02a57344o0191c       0   52.671835
57344.334813 18.550302      NaN   -30.0    46 c    0    6.24 17.84968 50.57491  2195.27  9193.33 3.90 3.75 -73.9 -0.419    18.50 20.13 02a57344o0242c       0   48.890922
57344.349271 18.955691      NaN    40.0    19 c    0    1.05 17.84968 50.57491  8579.40  1506.01 4.00 3.68  23.6 -0.452    19.32 20.99 02a57344o0263c       0   25.205599
57344.378716 19.351140      NaN   -20.0    22 c    0    0.72 17.84968 50.57491  8564.64  1509.00 4.04 3.71  20.8 -0.456    19.41 21.22 02a57344o0306c       0   27.537651
57344.410317 19.401649      NaN    11.0    18 c    0    1.01 17.84968 50.57491  8552.39  1509.18 4.36 3.94  15.0 -0.423    19.44 21.44 02a57344o0353c       0   24.460626
57344.437458 19.419021      NaN     4.0    20 c    0    0.77 17.84968 50.57491  8550.73  1510.00 4.09 3.67  14.4 -0.450    19.48 21.38 02a57344o0393c       0   25.967715
57377.305531 18.702047      NaN   -45.0    40 c    0    0.91 17.84968 50.57491  8964.76  1040.56 4.63 3.99  15.6 -0.441    18.47 19.49 02a57377o0196c       0   43.293443
57377.321562 18.631975      NaN    10.0    40 c    0    1.10 17.84968 50.57491  9251.53  1643.94 4.90 4.36  19.6 -0.412    18.37 19.47 02a57377o0222c       0   43.293443
57377.339454 18.757738      NaN   -26.0    38 c    0    1.25 17.84968 50.57491  5778.07 10170.10 4.14 3.98 -88.0 -0.409    18.45 19.42 02a57377o0251c       0   41.452650
57377.340697 18.438271      NaN   -25.0    51 c    0    1.11 17.84968 50.57491  8335.25   446.23 4.83 3.90  11.3 -0.458    18.44 19.44 02a57377o0253c       0   53.622031
57377.354837 18.403357      NaN    28.0    44 c    0    0.92 17.84968 50.57491  8007.37  2202.29 4.74 4.29  12.8 -0.409    18.32 19.39 02a57377o0276c       0   47.014064
57392.206077 18.640491      NaN    57.0    24 c    0    1.24 17.84968 50.57491   126.59  5386.49 4.34 4.02 -62.3 -0.417    19.03 20.65 02a57392o0034c    8192   29.160285
57396.262909 19.089302      NaN   -16.0    28 c    0    1.22 17.84968 50.57491  8782.69  1055.71 4.36 3.74  19.1 -0.486    19.55 21.56 02a57396o0119c       0   32.531865
57396.277082 18.776955      NaN    24.0    30 c    0    0.89 17.84968 50.57491  9102.01  1667.06 4.24 3.76  25.9 -0.475    19.54 21.55 02a57396o0142c       0   34.268385
57396.285651 19.631075      NaN    -8.0    17 c    0    1.17 17.84968 50.57491  5675.21 10209.51 3.97 3.90  66.3 -0.425    19.55 21.55 02a57396o0156c       0   23.734410
57396.290577 18.526952      NaN   -51.0    47 c    0    0.86 17.84968 50.57491  8225.56   474.80 4.54 3.70  11.4 -0.499    19.51 21.47 02a57396o0164c       0   49.832943
