         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs    Mask     duJy_new
57365.624588 19.089302      NaN      5    28 o    0   1.03 148.6885 55.44038  2815.53   625.59  5.04  3.65 -19.8 -0.508    19.14 20.71 02a57365o0666o    8192    37.988229
57386.487872 18.978793      NaN    -41    31 o    0   1.20 148.6885 55.44038   932.47  9790.10  3.96  3.51 -60.6 -0.458    18.82 20.03 02a57386o0479o       0    40.250535
57386.501491 18.910912      NaN    -75    33 o    0   0.87 148.6885 55.44038   629.46  9183.37  4.10  3.56 -60.8 -0.447    18.78 19.99 02a57386o0501o       0    41.810352
57386.511345 18.847027      NaN    -17    35 o    0   1.33 148.6885 55.44038  2742.41   600.02  5.00  3.34 -19.5 -0.512    18.83 19.99 02a57386o0517o       0    43.406285
57386.526165 18.978793      NaN     -3    31 o    0   0.95 148.6885 55.44038  1548.11 10417.15  3.93  3.63 -59.3 -0.429    18.81 20.03 02a57386o0541o       0    40.250535
57386.536799 18.978793      NaN     -6    31 o    0   0.90 148.6885 55.44038  1878.18  8668.65  3.86  3.35 -71.0 -0.457    18.84 20.04 02a57386o0555o       0    40.250535
57387.482114 19.212347      NaN    -20    25 o    0   1.02 148.6885 55.44038   935.05  9785.92  3.75  3.60 -51.1 -0.458    19.03 20.17 02a57387o0469o       0    35.834418
57387.499947 19.026525      NaN     16    27 o    0   0.97 148.6885 55.44038   632.63  9181.29  3.80  3.43 -66.8 -0.469    19.05 20.16 02a57387o0498o       0    37.257288
57387.508607 19.169763      NaN    -24    26 o    0   1.45 148.6885 55.44038  2746.64   597.43  4.73  3.43 -21.7 -0.526    19.07 20.17 02a57387o0512o       0    36.539096
57387.525225 19.002397      NaN     36    21 o    0   1.42 148.6885 55.44038  1547.16 10415.68  3.63  3.55 -11.8 -0.437    19.06 20.16 02a57387o0539o       0    33.167839
57387.532618 19.302877      NaN      5    23 o    0   1.26 148.6885 55.44038  1880.64  8665.84  3.61  3.32 -74.9 -0.454    19.07 20.17 02a57387o0551o       0    34.468907
57409.508555 17.718109      NaN    122    61 o    0   0.71 148.6885 55.44038  1564.97  9249.96  4.31  3.98 -69.2 -0.435    18.32 19.38 02a57409o0514o       2    66.182366
57409.512710 18.115332      NaN     67    49 o    0   1.28 148.6885 55.44038  1870.11  9854.21  4.41  4.18 -66.9 -0.403    18.29 19.42 02a57409o0520o       0    55.318221
57409.536981 18.574166      NaN    -14    45 o    0   1.12 148.6885 55.44038  9796.46  2075.39  4.10  3.78  44.9 -0.493    18.38 19.49 02a57409o0556o       0    51.808354
57409.553324 18.526952      NaN    -26    47 o    0   0.92 148.6885 55.44038  8825.69 10139.39  4.08  3.85  85.4 -0.409    18.40 19.51 02a57409o0579o       0    53.554697
