         MJD         m       dm      uJy   duJy F  err  chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    Mask      duJy_new
57240.276710 19.128787      NaN    -43.5     27 o    0   0.82 232.6575 26.98247  5120.54  5675.86  3.90 3.50 -86.0 -0.409    19.11 20.79 02a57240o0021o    8192     38.235155
57442.627633 19.089302      NaN    -30.5     28 o    0   1.55 232.6575 26.98247  4475.57  6189.02  3.51 3.20 -76.9 -0.488    18.58 19.57 02a57442o0665o    8192     38.947749
57442.651575 18.910912      NaN    -14.5     33 o    0   0.97 232.6575 26.98247  5908.97  3924.47  3.48 3.44 -42.8 -0.484    18.60 19.65 02a57442o0699o    8192     42.684038
57443.621369 19.089302      NaN    -55.5     28 o    0   1.33 232.6575 26.98247  4427.33  5953.91  3.55 3.33 -64.0 -0.468    18.69 19.80 02a57443o0713o       0     38.947749
57443.646258 19.169763      NaN    -45.5     26 o    0   1.02 232.6575 26.98247  4719.81  6543.26  3.52 3.21 -74.7 -0.481    18.71 19.80 02a57443o0749o       0     37.535678
57443.665283 18.598565      NaN     -6.5     44 o    0   0.87 232.6575 26.98247  7130.73  3585.89  3.52 3.40  43.4 -0.491    18.31 19.06 02a57443o0776o       0     51.661660
57463.566508 19.569016      NaN    -10.5     18 o    0   0.88 232.6575 26.98247  4048.53  5932.47  3.63 3.34 -67.0 -0.447    19.37 21.18 02a57463o0553o       0     32.510415
57463.590842 19.569016      NaN    -38.5     18 o    0   1.03 232.6575 26.98247  4343.62  6519.80  3.68 3.43 -74.5 -0.447    19.37 21.24 02a57463o0594o       0     32.510415
57463.605623 19.569016      NaN    -45.5     18 o    0   1.19 232.6575 26.98247  3167.28  7093.84  3.64 3.31 -66.4 -0.456    19.45 21.29 02a57463o0621o       0     32.510415
57463.616366 19.454622      NaN     23.5     16 o    0   1.20 232.6575 26.98247  7234.59  3362.48  3.58 3.46  49.1 -0.479    19.45 21.31 02a57463o0637o       0     31.447212
57467.556240 19.014394      NaN      2.5     30 o    0   0.86 232.6575 26.98247  4185.50  5965.58  3.65 3.27 -68.3 -0.500    18.78 20.10 02a57467o0648o       0     40.409493
57467.568047 19.014394      NaN     26.5     25 o    0   1.10 232.6575 26.98247  4471.91  6546.92  3.64 3.27 -71.9 -0.490    18.78 20.05 02a57467o0669o       0     36.850063
