         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask
59669.311731 19.922338      NaN    -23    13 c    0   0.72 105.8277 23.02908  4728.14  5096.73 2.59 2.34  37.1 -0.398    19.45 21.34 02a59669o0213c       0
59673.236000 15.069388      NaN   1290   703 c    0   1.41 105.8277 23.02908  4683.16  5176.52 2.67 2.31  37.6 -0.398    14.86 16.42 02a59673o0046c       2
59673.240181 18.191747      NaN     11    58 c    0   1.01 105.8277 23.02908  4664.30  5136.78 2.70 2.38  38.8 -0.393    17.78 19.45 02a59673o0055c    8192
59673.246686 14.835690      NaN    518  1233 c    0   1.10 105.8277 23.02908  4722.54  5214.55 2.69 2.37  36.2 -0.396    14.99 16.77 02a59673o0069c       2
59673.256446 16.283762      NaN    287   273 c    0   1.44 105.8277 23.02908  4742.53  5098.31 2.79 2.45  38.0 -0.384    15.79 17.45 02a59673o0090c       2
59681.238795 18.978793      NaN    -52    31 c    0   1.05 105.8277 23.02908  7491.10  1315.26 2.35 2.24  85.3 -0.418    18.25 19.86 02a59681o0018c       0
59681.242002 18.978793      NaN     -1    29 c    0   1.03 105.8277 23.02908  7471.73  1275.34 2.34 2.23 -85.9 -0.422    18.34 19.81 02a59681o0025c       0
59681.248866 18.786693      NaN      8    32 c    0   1.03 105.8277 23.02908  7530.92  1355.86 2.39 2.21 -70.7 -0.431    18.30 19.80 02a59681o0040c       0
59681.262710 18.836735      NaN     27    24 c    0   1.70 105.8277 23.02908  7552.14  1240.82 2.35 2.16 -66.4 -0.426    18.30 19.77 02a59681o0070c       0
59690.267572 19.696897      NaN    -15    16 c    0   0.92 105.8277 23.02908  6954.43  5588.86 2.75 2.36  31.9 -0.398    19.24 20.97 02a59690o0092c       0
59690.270805 19.367717      NaN     16    14 c    0   1.17 105.8277 23.02908  6935.66  5549.90 2.80 2.34  31.5 -0.398    19.25 20.97 02a59690o0099c       0
59690.276306 19.696897      NaN     -7    16 c    0   0.79 105.8277 23.02908  6993.07  5627.74 2.71 2.33  30.8 -0.401    19.27 20.96 02a59690o0111c       0
59690.287282 19.841877      NaN    -12    14 c    0   1.06 105.8277 23.02908  7014.00  5509.25 2.78 2.35  31.7 -0.397    19.25 20.98 02a59690o0135c       0
59693.268493 16.695113      NaN   -582   254 c    0   1.70 105.8277 23.02908  6953.00  5586.48 2.72 2.44  33.3 -0.399    17.18 18.74 02a59693o0093c       2
59693.271700 18.255804      NaN     15    53 c    0   1.00 105.8277 23.02908  6934.22  5547.45 2.72 2.46  32.4 -0.393    17.65 19.49 02a59693o0100c       0
59693.279041 18.317510      NaN    -92    57 c    0   1.08 105.8277 23.02908  6992.99  5623.91 2.62 2.33  30.9 -0.401    17.89 19.43 02a59693o0116c       0
59693.289105 19.241693      NaN     -6    24 c    0   1.10 105.8277 23.02908  7013.99  5507.31 2.61 2.37  28.7 -0.403    18.50 20.11 02a59693o0138c       0
59694.236333 18.767304      NaN     10    32 c    0   1.39 105.8277 23.02908  6960.68  5587.74 2.67 2.34  32.8 -0.402    18.36 19.88 02a59694o0021c       0
59694.239549 19.302877      NaN     -1    21 c    0   1.02 105.8277 23.02908  6943.43  5547.67 2.77 2.48  35.8 -0.398    18.77 20.38 02a59694o0028c       0
59694.245068 19.589310      NaN     -5    17 c    0   0.90 105.8277 23.02908  7002.46  5626.14 2.67 2.36  32.0 -0.402    19.13 20.78 02a59694o0040c       0
59694.255212 19.226921      NaN     13    18 c    0   0.89 105.8277 23.02908  7021.04  5507.41 2.78 2.56  31.9 -0.396    19.15 20.89 02a59694o0062c       0
59698.258542 19.674510      NaN     -3    15 c    0   1.18 105.8277 23.02908  4114.29  7503.71 2.56 2.36  36.5 -0.395    19.27 20.51 02a59698o0066c       0
59698.262219 19.510313      NaN      5    15 c    0   1.18 105.8277 23.02908  4094.41  7464.23 2.74 2.39  37.1 -0.375    19.25 20.50 02a59698o0074c       0
59698.267728 19.841877      NaN    -14    14 c    0   1.06 105.8277 23.02908  4151.05  7541.14 2.62 2.38  38.5 -0.386    19.22 20.51 02a59698o0086c       0
59698.300665 19.696897      NaN    -26    16 c    0   0.81 105.8277 23.02908  4171.38  7422.88 2.77 2.41  33.7 -0.376    19.14 20.49 02a59698o0112c       0
59817.610577 19.696897      NaN    -14    16 c    0   1.09 105.8277 23.02908   662.66  3307.08 2.42 2.41  68.9 -0.413    18.92 20.25 02a59817o0788c       0
59817.614692 19.529530      NaN      1    16 c    0   1.57 105.8277 23.02908   683.46  3347.93 2.44 2.41 -75.4 -0.416    18.96 20.26 02a59817o0797c       0
59817.623039 19.529530      NaN     -2    17 c    0   0.83 105.8277 23.02908   625.69  3269.64 2.36 2.30  21.7 -0.413    18.91 20.18 02a59817o0815c       0
59817.629530 17.900816      NaN     43    67 c    0   0.38 105.8277 23.02908 10512.14  3400.44 2.60 2.43 -14.8 -0.433    18.68 19.90 02a59817o0829c       2
59817.633246 18.767304      NaN      7    33 c    0   0.89 105.8277 23.02908   606.15  3385.47 2.42 2.30  16.4 -0.409    18.01 18.99 02a59817o0837c       0
59822.591082 19.454622      NaN    -28    20 c    0   1.09 105.8277 23.02908  5057.75  9181.77 2.86 2.68  25.9 -0.389    18.97 20.42 02a59822o0783c       0
59822.594740 19.401649      NaN    -29    21 c    0   1.11 105.8277 23.02908  5077.54  9221.78 2.69 2.54  19.3 -0.399    19.04 20.48 02a59822o0791c       0
59822.600189 19.454622      NaN    -33    20 c    0   1.05 105.8277 23.02908  5018.25  9141.68 2.80 2.58  28.8 -0.392    19.02 20.50 02a59822o0803c       0
59822.611138 19.454622      NaN     -9    20 c    0   0.89 105.8277 23.02908  4995.55  9257.07 2.81 2.61  33.9 -0.386    19.03 20.54 02a59822o0827c       0
59844.617237 20.039830      NaN     -5    11 c    0   1.13 105.8277 23.02908  2089.17  1578.60 3.07 2.78  48.4 -0.359    19.54 21.12 01a59844o0853c       0
59844.623137 20.009244      NaN     -7    12 c    0   0.71 105.8277 23.02908  2070.22  1536.50 3.09 2.79  42.2 -0.360    19.51 21.11 01a59844o0864c       0
59844.631642 19.868040      NaN      1    11 c    0   1.11 105.8277 23.02908  2129.77  1613.50 3.02 2.76  46.4 -0.370    19.45 20.88 01a59844o0881c       0
59844.633492 19.922338      NaN     -4    12 c    0   1.23 105.8277 23.02908  2149.82  1495.62 3.00 2.74  50.2 -0.368    19.38 20.71 01a59844o0885c       0
59847.613645 18.598565      NaN    -34    44 c    0   0.92 105.8277 23.02908  2087.60  1584.70 3.70 3.17  43.1 -0.269    17.90 19.59 01a59847o0782c       0
59847.619675 19.197966      NaN     18    17 c    0   1.33 105.8277 23.02908  2067.35  1543.20 3.27 2.89  48.4 -0.333    18.98 20.55 01a59847o0795c       0
59847.623852 19.318728      NaN     -5    22 c    0   1.10 105.8277 23.02908  2124.40  1619.23 3.32 3.01  52.7 -0.335    18.74 20.33 01a59847o0804c       0
59851.594271 20.207197      NaN     -7    10 c    0   1.18 105.8277 23.02908  8333.30  1811.77 2.84 2.80  26.2 -0.400    19.56 21.12 01a59851o0820c 8388608
59851.597504 20.009244 0.331753     29    11 c    0   1.16 105.8277 23.02908  8314.51  1772.24 2.86 2.82  20.5 -0.398    19.51 21.11 01a59851o0827c 8388608
59851.603506 20.207197      NaN    -15    10 c    0   1.33 105.8277 23.02908  8373.32  1849.89 2.91 2.83  36.5 -0.394    19.53 21.13 01a59851o0840c 8388608
59851.630200 19.609992      NaN     18     9 c    0   1.36 105.8277 23.02908  8396.47  1721.87 2.84 2.79  13.5 -0.407    19.50 21.04 01a59851o0889c 8388608
59852.575921 20.009244      NaN    -20    12 c    0   1.07 105.8277 23.02908  8331.18  1817.89 3.04 3.01  11.7 -0.387    19.43 21.10 01a59852o0716c       0
59852.579154 19.719755      NaN      4    12 c    0   0.81 105.8277 23.02908  8310.51  1776.69 3.08 3.06  20.0 -0.381    19.44 21.12 01a59852o0723c       0
59852.589249 19.791368      NaN      1    12 c    0   0.93 105.8277 23.02908  8371.45  1855.61 3.36 3.21  29.1 -0.333    19.37 21.15 01a59852o0744c       0
59852.595717 19.979496      NaN     -3    11 c    0   1.05 105.8277 23.02908  8392.34  1736.56 3.01 2.98  28.2 -0.383    19.46 21.17 01a59852o0758c       0
59855.555652 19.569016      NaN    -21    18 c    0   1.21 105.8277 23.02908  8314.78  1822.77 2.88 2.84   9.3 -0.408    18.89 20.51 01a59855o0746c       0
59855.559240 19.510313      NaN      2    16 c    0   0.97 105.8277 23.02908  8296.77  1781.83 2.85 2.83  38.0 -0.401    19.14 20.74 01a59855o0753c       0
59855.564783 18.990530      NaN     31    18 c    0   1.40 105.8277 23.02908  8355.46  1861.06 2.85 2.85  58.5 -0.412    18.95 20.57 01a59855o0765c       0
59855.578142 19.674510      NaN      0    14 c    0   0.88 105.8277 23.02908  8379.67  1740.66 3.05 2.96  28.0 -0.369    19.23 20.94 01a59855o0792c       0
59856.598874 20.171596      NaN     -3     9 c    0   0.96 105.8277 23.02908  6463.03  7404.95 3.03 2.80  51.2 -0.306    19.57 21.13 01a59856o0797c       0
59856.601646 19.791368      NaN     10     9 c    0   1.06 105.8277 23.02908  6444.51  7365.65 3.16 2.90  52.2 -0.293    19.51 21.13 01a59856o0803c       0
59856.619848 19.791368      NaN     10     9 c    0   0.89 105.8277 23.02908  6505.56  7438.04 3.09 2.82  45.9 -0.305    19.57 21.19 01a59856o0841c       0
59856.628205 20.039830      NaN      4     8 c    0   1.26 105.8277 23.02908  6527.57  7320.02 3.09 2.81  49.0 -0.301    19.55 21.15 01a59856o0857c       0
59881.565929 19.922338      NaN    -16    13 c    0   0.84 105.8277 23.02908  3096.50  9257.59 2.53 2.48  24.3 -0.405    19.52 21.16 02a59881o0645c       0
59881.568864 19.631075      NaN      5    13 c    0   0.80 105.8277 23.02908  3117.12  9296.56 2.51 2.45  38.1 -0.408    19.52 21.16 02a59881o0651c       0
59881.572027 20.009244      NaN    -31    12 c    0   1.20 105.8277 23.02908  3059.11  9217.86 2.54 2.47  23.3 -0.405    19.50 21.17 02a59881o0658c       0
59881.577522 20.207197      NaN     -9    10 c    0   1.56 105.8277 23.02908  3039.40  9335.32 2.50 2.45  48.2 -0.409    19.53 21.17 02a59881o0670c       0
59882.552651 19.791368      NaN      4    11 c    0   0.96 105.8277 23.02908  8626.89  1496.08 2.42 2.22 -65.0 -0.423    19.54 21.19 02a59882o0752c       0
59882.554912 19.841877      NaN      5    10 c    0   0.94 105.8277 23.02908  8645.78  1534.97 2.48 2.28 -65.6 -0.417    19.52 21.19 02a59882o0757c       0
59882.558720 20.103715      NaN    -19    11 c    0   1.06 105.8277 23.02908  8591.09  1457.80 2.47 2.25 -64.5 -0.424    19.54 21.19 02a59882o0765c       0
59882.563777 20.171596      NaN     -3     9 c    0   1.59 105.8277 23.02908  8571.48  1575.63 2.45 2.25 -69.0 -0.418    19.54 21.21 02a59882o0776c       0
59885.549474 20.207197      NaN     -9    10 c    0   0.78 105.8277 23.02908  8626.99  1498.33 2.46 2.28 -70.4 -0.419    19.54 21.24 02a59885o0776c       0
59885.552295 19.549093      NaN     15    11 c    0   1.04 105.8277 23.02908  8646.28  1536.41 2.46 2.30 -70.2 -0.419    19.55 21.25 02a59885o0782c       0
59885.556459 19.652575      NaN     13    10 c    0   1.13 105.8277 23.02908  8589.86  1460.22 2.47 2.29 -72.7 -0.420    19.54 21.22 02a59885o0791c       0
59885.562490 20.103715      NaN     -4    10 c    0   1.36 105.8277 23.02908  8564.55  1578.44 2.42 2.28 -66.6 -0.420    19.57 21.19 02a59885o0802c       0
59885.650228 19.256669      NaN     -4    23 c    0   1.28 105.8277 23.02908  1953.13  9048.59 2.54 2.47 -50.5 -0.426    18.77 19.83 02a59885o0978c       0
59903.595895 19.549093      NaN     18    10 c    0   1.12 105.8277 23.02908  2491.33  1397.61 3.28 2.99  51.4 -0.349    19.57 21.39 01a59903o0575c       0
59903.598669 19.791368      NaN      4    11 c    0   0.70 105.8277 23.02908  2511.22  1437.07 3.27 2.99  48.1 -0.351    19.59 21.39 01a59903o0581c       0
59903.604735 20.321591      NaN    -13     9 c    0   1.16 105.8277 23.02908  2454.43  1358.83 3.23 2.99  51.4 -0.348    19.58 21.39 01a59903o0594c       0
59904.590657 19.652575      NaN     13    10 c    0   0.79 105.8277 23.02908 10507.94  3338.15 3.17 3.05 -42.6 -0.269    19.65 21.62 01a59904o0668c       0
59904.592970 20.039830      NaN      4     8 c    0   1.20 105.8277 23.02908   637.62  3413.93 3.29 3.02  46.2 -0.287    19.66 21.65 01a59904o0673c       0
59904.596281 20.244005      NaN     -2     8 c    0   0.97 105.8277 23.02908 10490.06  3455.83 3.22 3.13 -27.2 -0.257    19.63 21.61 01a59904o0680c       0
59904.596744 19.894850      NaN      6     9 c    0   1.20 105.8277 23.02908   658.70  3453.88 3.32 3.03  44.3 -0.289    19.64 21.63 01a59904o0681c       0
59904.642888 20.207197      NaN     -9    10 c    0   0.87 105.8277 23.02908   593.43  3496.01 3.18 2.96  43.2 -0.295    19.55 21.32 01a59904o0775c       0
59904.654092 19.401649      NaN    -22    21 c    0   0.98 105.8277 23.02908   636.19  3438.67 3.50 3.24  43.8 -0.263    18.70 19.64 01a59904o0797c       0
59907.504134 19.791368      NaN      7    10 c    0   1.03 105.8277 23.02908  9887.65  7356.59 3.05 2.97  53.6 -0.372    19.73 21.60 01a59907o0676c       0
59907.510075 20.103715      NaN     -4    10 c    0   0.97 105.8277 23.02908  9927.29  7394.43 3.29 3.18  34.8 -0.353    19.63 21.60 01a59907o0688c       0
59907.517622 19.894850      NaN      6     9 c    0   1.03 105.8277 23.02908  9946.94  7275.40 3.15 3.08  53.2 -0.357    19.69 21.62 01a59907o0704c       0
59907.543458 20.171596      NaN      0     8 c    0   1.12 105.8277 23.02908 10478.91  3451.66 3.17 3.04 -28.3 -0.274    19.67 21.61 01a59907o0757c       0
59908.493090 20.039830      NaN      1     9 c    0   1.43 105.8277 23.02908    42.98  7247.45 3.19 3.04  65.5 -0.349    19.63 21.60 01a59908o0588c       0
59908.496452 19.743105      NaN      9    10 c    0   0.95 105.8277 23.02908  9927.08  7395.80 3.13 3.05  45.4 -0.359    19.66 21.61 01a59908o0595c       0
59908.506848 20.449472      NaN    -11     8 c    0   1.30 105.8277 23.02908  9949.55  7278.72 3.05 2.96  47.0 -0.361    19.73 21.64 01a59908o0614c       0
59989.122767 19.841877      NaN     -7    14 c    0   0.95 105.8277 23.02908   737.15  8810.23 2.87 2.22 -82.3 -0.351    19.33 20.99 04a59989o0253c       0
59989.125920 19.569016      NaN     11    12 c    0   1.85 105.8277 23.02908   759.14  8847.34 2.92 2.25 -85.2 -0.356    19.28 20.97 04a59989o0260c       0
59989.135844 19.841877      NaN     -4    13 c    0   1.23 105.8277 23.02908   708.18  8761.03 2.79 2.24 -83.8 -0.355    19.29 21.00 04a59989o0282c       0
59989.142150 19.743105      NaN     -3    14 c    0   0.99 105.8277 23.02908   691.84  8873.79 2.73 2.08 -82.5 -0.362    19.34 20.94 04a59989o0296c       0
59993.092640 19.569016      NaN      8    13 c    0   1.19 105.8277 23.02908  2580.79  3236.01 2.33 2.07  55.8 -0.380    19.28 20.94 04a59993o0192c       0
59993.097773 19.816329      NaN      0    12 c    0   1.30 105.8277 23.02908  2606.17  3270.28 2.49 2.23  60.8 -0.376    19.28 21.06 04a59993o0203c       0
59993.101829 19.922338      NaN     -7    13 c    0   0.89 105.8277 23.02908  2551.32  3187.66 2.50 2.23  60.3 -0.360    19.26 21.03 04a59993o0212c       0
59993.112195 20.103715      NaN    -11    11 c    0   1.72 105.8277 23.02908  2540.93  3294.78 2.42 2.13  59.6 -0.371    19.26 21.02 04a59993o0235c       0
59997.112714 19.696897      NaN     11    10 c    0   1.59 105.8277 23.02908  2607.50  3208.80 2.36 2.09  50.0 -0.380    19.35 21.04 04a59997o0088c       0
59997.115869 19.038793      NaN     12    23 c    0   0.48 105.8277 23.02908  2629.17  3245.29 2.36 2.04  53.9 -0.378    19.34 21.03 04a59997o0095c       0
59997.122757 19.922338      NaN     -7    13 c    0   0.91 105.8277 23.02908  2577.00  3162.15 2.31 2.01  57.2 -0.380    19.30 21.00 04a59997o0110c       0
59997.150329 19.696897      NaN      5    12 c    0   1.30 105.8277 23.02908  2577.91  3264.33 2.45 2.14  47.7 -0.379    19.25 20.96 04a59997o0164c       0
59998.320615 20.103715      NaN    -17    11 c    0   0.97 105.8277 23.02908  1105.15  6415.73 2.45 2.29  13.3 -0.422    19.43 21.25 02a59998o0094c       0
59998.323785 20.009244      NaN    -20    12 c    0   1.03 105.8277 23.02908  1084.52  6376.22 2.44 2.30  17.4 -0.422    19.44 21.24 02a59998o0101c       0
59998.328506 20.103715      NaN    -28    11 c    0   1.36 105.8277 23.02908  1141.72  6455.28 2.40 2.27   9.4 -0.431    19.49 21.26 02a59998o0111c       0
59998.363432 19.766969      NaN    -17    15 c    0   0.82 105.8277 23.02908  1154.37  6339.94 2.41 2.35  19.8 -0.429    19.28 21.00 02a59998o0182c       0
60015.797999 19.743105      NaN      0    13 c    0   0.78 105.8277 23.02908   704.70  8726.04 2.75 2.49 -44.5 -0.370    19.39 21.02 03a60016o0141c       0
60015.801617 19.743105      NaN      0    13 c    0   1.03 105.8277 23.02908   722.82  8766.18 2.81 2.55 -42.7 -0.370    19.36 21.01 03a60016o0149c       0
60015.807049 19.719755      NaN      1    13 c    0   1.02 105.8277 23.02908   666.23  8685.82 2.99 2.70 -43.1 -0.364    19.36 21.01 03a60016o0161c       0
60015.817186 19.631075      NaN      2    14 c    0   0.94 105.8277 23.02908   642.55  8802.04 2.95 2.70 -41.6 -0.368    19.29 20.91 03a60016o0183c       0
60015.825466 19.472870      NaN      1    17 c    0   1.00 105.8277 23.02908   685.58  8745.91 3.06 2.78 -30.5 -0.353    19.12 20.62 03a60016o0201c       0
60023.797529 17.584152      NaN    -93   112 c    0   1.15 105.8277 23.02908  2685.80  3197.53 3.30 3.13 -71.6 -0.358    17.45 19.44 03a60024o0091c       2
60023.800772 18.757738      NaN     14    31 c    0   0.80 105.8277 23.02908  2703.85  3237.62 3.96 3.86 -32.1 -0.326    18.46 20.50 03a60024o0098c       0
60023.809446 19.569016      NaN    -17    18 c    0   0.93 105.8277 23.02908  2649.85  3157.83 3.81 3.55 -73.8 -0.334    18.98 21.04 03a60024o0117c       0
60023.823516 19.696897      NaN    -24    16 c    0   1.19 105.8277 23.02908  2630.65  3272.92 3.44 3.26 -60.2 -0.349    19.03 21.01 03a60024o0148c       0
60045.278286 19.674510      NaN      3    13 c    0   1.35 105.8277 23.02908  7218.45  5579.11 2.86 2.61  32.8 -0.387    19.27 20.93 02a60045o0086c       0
60045.287613 19.256669      NaN    -35    24 c    0   0.96 105.8277 23.02908  7203.81  5540.43 2.80 2.65  30.9 -0.384    18.65 20.24 02a60045o0106c       0
60045.298525 19.631075      NaN    -53    17 c    0   1.08 105.8277 23.02908  7267.21  5616.03 2.70 2.57  28.6 -0.390    18.93 20.43 02a60045o0128c       0
60045.301817 17.610315      NaN     84    79 c    0   1.09 105.8277 23.02908  7287.79  5499.62 2.82 2.68  33.5 -0.392    17.46 18.91 02a60045o0135c       2
60047.341959 19.510313      NaN    -10    19 c    0   1.13 105.8277 23.02908  4417.25  7491.99 3.05 2.66  32.1 -0.371    18.87 20.42 02a60047o0013c       0
60047.345135 19.102305      NaN     22    18 c    0   1.00 105.8277 23.02908  4399.63  7452.92 2.91 2.59  36.1 -0.374    18.98 20.45 02a60047o0020c       0
60047.351480 19.569016      NaN     -4    17 c    0   1.01 105.8277 23.02908  4460.29  7528.78 2.85 2.62  31.9 -0.379    18.98 20.49 02a60047o0034c       0
60047.361357 19.142275      NaN     19    18 c    0   1.01 105.8277 23.02908  4484.92  7415.23 2.78 2.63  24.5 -0.379    18.95 20.44 02a60047o0055c       0
60049.248982 19.719755      NaN      1    13 c    0   1.17 105.8277 23.02908  7127.71  3639.59 2.35 2.29  47.5 -0.399    19.35 20.75 02a60049o0053c       0
60049.252190 19.979496      NaN     -6    12 c    0   1.32 105.8277 23.02908  7108.12  3600.40 2.38 2.33  45.2 -0.400    19.31 20.76 02a60049o0060c       0
60049.258701 19.894850      NaN     -6    13 c    0   1.08 105.8277 23.02908  7167.14  3679.20 2.35 2.33  63.2 -0.401    19.34 20.77 02a60049o0074c       0
60049.268480 20.009244      NaN     -9    12 c    0   1.32 105.8277 23.02908  7189.68  3562.00 2.39 2.31  41.4 -0.396    19.35 20.79 02a60049o0095c       0
60050.014542 19.454622      NaN     -9    20 c    0   1.23 105.8277 23.02908  6391.97  1072.72 3.12 2.95  -0.9 -0.325    18.83 20.37 04a60050o0121c       0
60050.021444 18.978793      NaN     17    23 c    0   0.93 105.8277 23.02908  6412.45  1111.31 3.02 2.92   8.7 -0.349    18.91 20.35 04a60050o0136c       0
60050.031540 18.910912      NaN     35    19 c    0   1.52 105.8277 23.02908  6358.65  1032.30 2.94 2.80   7.3 -0.345    18.86 20.31 04a60050o0158c       0
60050.043133 19.241693      NaN      0    22 c    0   1.09 105.8277 23.02908  6341.69  1151.02 3.15 2.94  20.2 -0.342    18.75 20.28 04a60050o0183c       0
60051.247208 19.419021      NaN     13    14 c    0   1.14 105.8277 23.02908  4464.61  9449.30 2.57 2.45  28.8 -0.383    19.31 20.77 02a60051o0033c       0
60051.250376 19.569016      NaN     -7    18 c    0   0.88 105.8277 23.02908  4447.00  9411.75 2.51 2.45  39.9 -0.391    19.36 20.79 02a60051o0040c       0
60051.255487 19.454622      NaN     -1    18 c    0   0.70 105.8277 23.02908  4503.97  9486.70 2.55 2.50  42.1 -0.387    19.30 20.79 02a60051o0051c       0
60051.265485 19.287255      NaN     15    16 c    0   0.86 105.8277 23.02908  4526.93  9364.75 2.53 2.45 -54.3 -0.396    19.32 20.79 02a60051o0072c       0
60055.241174 19.491430      NaN      3    16 c    0   1.26 105.8277 23.02908   295.89  9197.23 2.59 2.11 -57.7 -0.486    19.10 20.28 02a60055o0034c       0
60055.242530 19.334813      NaN     18    14 c    0   0.76 105.8277 23.02908 10231.17  9244.66 2.88 2.71   4.6 -0.368    19.19 20.46 02a60055o0037c       0
60055.244364 19.256669      NaN     17    16 c    0   1.15 105.8277 23.02908   277.71  9158.63 2.57 2.13 -58.8 -0.492    19.19 20.46 02a60055o0041c       0
60055.246181 19.549093      NaN      3    15 c    0   0.85 105.8277 23.02908 10211.65  9204.09 2.84 2.67   7.8 -0.375    19.28 20.60 02a60055o0045c       0
60055.249817 19.841877      NaN    -24    14 c    0   1.42 105.8277 23.02908   337.03  9233.60 2.54 2.02 -59.1 -0.493    19.27 20.56 02a60055o0053c       0
60055.251624 19.569016      NaN     -4    17 c    0   0.63 105.8277 23.02908 10272.10  9284.73 2.82 2.67 -12.2 -0.377    19.30 20.67 02a60055o0057c       0
60055.261726 19.894850      NaN      0    11 c    0   1.66 105.8277 23.02908   363.52  9114.24 2.61 2.06 -59.2 -0.480    19.24 20.63 02a60055o0079c       0
60055.262630 19.696897      NaN     -4    15 c    0   1.01 105.8277 23.02908 10293.39  9167.60 2.92 2.78 -30.6 -0.366    19.32 20.73 02a60055o0081c       0
60055.975594 19.169763      NaN    -35    26 c    0   0.80 105.8277 23.02908  1688.88  5017.64 3.04 2.79  72.8 -0.359    18.63 20.10 04a60056o0044c       0
60055.978787 18.836735      NaN     33    22 c    0   0.77 105.8277 23.02908  1709.53  5054.37 2.81 2.49  69.6 -0.374    18.79 20.27 04a60056o0051c       0
60055.988816 19.115465      NaN     15    20 c    0   1.10 105.8277 23.02908  1656.93  4972.23 2.99 2.63  66.4 -0.366    18.74 20.37 04a60056o0073c       0
60056.000731 19.271854      NaN      4    20 c    0   0.90 105.8277 23.02908  1642.43  5082.63 2.80 2.45  66.6 -0.370    18.79 20.34 04a60056o0099c    8192
60057.235300 19.115465      NaN     -3    26 c    0   1.13 105.8277 23.02908  9168.50  5520.77 2.79 2.35  25.4 -0.390    18.66 19.58 02a60057o0017c       0
60057.238465 19.271854      NaN      7    19 c    0   0.98 105.8277 23.02908  9150.49  5480.46 2.72 2.35  26.6 -0.395    19.02 20.10 02a60057o0024c       0
60057.243568 19.766969      NaN     -4    14 c    0   1.36 105.8277 23.02908  9209.84  5557.42 2.70 2.39  23.9 -0.399    19.22 20.48 02a60057o0035c       0
60057.254493 19.841877      NaN     -9    14 c    0   0.88 105.8277 23.02908  9234.05  5440.88 2.60 2.40  20.8 -0.408    19.33 20.60 02a60057o0059c       0
